1659726000,Crystal Palace,0,Arsenal,2
1659785400,Fulham,2,Liverpool,2
1659794400,Bournemouth,2,Aston Villa,0
1659794400,Leeds,2,Wolves,1
1659877200,Leicester,2,Brentford,2
1659794400,Newcastle,2,Nottingham Forest,0
1659794400,Tottenham,4,Southampton,1
1659803400,Everton,0,Chelsea,1
1659877200,Manchester United,1,Brighton,2
1659886200,West Ham,0,Manchester City,2
1660399200,Arsenal,4,Leicester,2
1660390200,Aston Villa,2,Everton,1
1660408200,Brentford,4,Manchester United,0
1660399200,Brighton,0,Newcastle,0
1660491000,Chelsea,2,Tottenham,2
1660590000,Liverpool,1,Crystal Palace,1
1660399200,Manchester City,4,Bournemouth,0
1660482000,Nottingham Forest,1,West Ham,0
1660399200,Southampton,2,Leeds,2
1660399200,Wolves,0,Fulham,0
1661013000,Bournemouth,0,Arsenal,3
1661004000,Crystal Palace,3,Aston Villa,1
1661004000,Everton,1,Nottingham Forest,1
1661004000,Fulham,3,Brentford,2
1661086800,Leeds,3,Chelsea,0
1661004000,Leicester,1,Southampton,2
1661194800,Manchester United,2,Liverpool,1
1661095800,Newcastle,3,Manchester City,3
1660995000,Tottenham,1,Wolves,0
1661086800,West Ham,0,Brighton,2
1661617800,Arsenal,2,Fulham,1
1661691600,Aston Villa,0,West Ham,1
1661608800,Brentford,1,Everton,1
1661608800,Brighton,1,Leeds,0
1661608800,Chelsea,2,Leicester,1
1661608800,Liverpool,9,Bournemouth,0
1661608800,Manchester City,4,Crystal Palace,2
1661700600,Nottingham Forest,0,Tottenham,2
1661599800,Southampton,0,Manchester United,1
1661691600,Wolves,1,Newcastle,1
1661970600,Bournemouth,0,Wolves,0
1661970600,Arsenal,2,Aston Villa,1
1661884200,Fulham,2,Brighton,1
1661886000,Leeds,1,Everton,1
1662058800,Leicester,0,Manchester United,1
1661971500,West Ham,1,Tottenham,1
1661884200,Crystal Palace,1,Brentford,1
1661885100,Southampton,2,Chelsea,1
1661972400,Liverpool,2,Newcastle,1
1661970600,Manchester City,6,Nottingham Forest,0
1662222600,Aston Villa,1,Manchester City,1
1662213600,Brentford,5,Leeds,2
1662296400,Brighton,5,Leicester,2
1662213600,Chelsea,2,West Ham,1
1662204600,Everton,0,Liverpool,0
1662305400,Manchester United,3,Arsenal,1
1662213600,Newcastle,0,Crystal Palace,0
1662213600,Nottingham Forest,2,Bournemouth,3
1662213600,Tottenham,2,Fulham,1
1662213600,Wolves,1,Southampton,0
1677699900,Arsenal,4,Everton,0
1674072000,Crystal Palace,1,Manchester United,1
1673553600,Fulham,2,Chelsea,1
1677700800,Liverpool,2,Wolves,0
1674158400,Manchester City,4,Tottenham,2
1663354800,Aston Villa,1,Southampton,0
1663498800,Brentford,0,Arsenal,3
1663506900,Everton,1,West Ham,0
1675886400,Manchester United,2,Leeds,2
1663423200,Newcastle,1,Bournemouth,1
1663354800,Nottingham Forest,2,Fulham,3
1663432200,Tottenham,6,Leicester,2
1663414200,Wolves,0,Manchester City,3
1664632800,Bournemouth,0,Brentford,0
1664623800,Arsenal,3,Tottenham,1
1664632800,Crystal Palace,1,Chelsea,2
1664632800,Fulham,1,Newcastle,4
1664724600,Leeds,0,Aston Villa,0
1664823600,Leicester,4,Nottingham Forest,0
1664632800,Liverpool,3,Brighton,3
1664715600,Manchester City,6,Manchester United,3
1664632800,Southampton,1,Everton,2
1664641800,West Ham,2,Wolves,0
1665237600,Bournemouth,2,Leicester,1
1665329400,Arsenal,3,Liverpool,2
1665246600,Brighton,0,Tottenham,1
1665237600,Chelsea,3,Wolves,0
1665320400,Crystal Palace,2,Leeds,1
1665338400,Everton,1,Manchester United,2
1665237600,Manchester City,4,Southampton,0
1665237600,Newcastle,5,Brentford,1
1665428400,Nottingham Forest,1,Aston Villa,1
1665320400,West Ham,3,Fulham,1
1665925200,Aston Villa,0,Chelsea,2
1665774000,Brentford,2,Brighton,0
1665842400,Fulham,2,Bournemouth,2
1665925200,Leeds,0,Arsenal,1
1665833400,Leicester,0,Crystal Palace,0
1665934200,Liverpool,1,Manchester City,0
1665925200,Manchester United,0,Newcastle,0
1665925200,Southampton,1,West Ham,1
1665851400,Tottenham,2,Everton,0
1665842400,Wolves,1,Nottingham Forest,0
1666204200,Bournemouth,0,Southampton,1
1676489400,Arsenal,1,Manchester City,3
1666204200,Brentford,0,Chelsea,0
1666117800,Brighton,0,Nottingham Forest,0
1666290600,Fulham,3,Aston Villa,0
1666293300,Leicester,2,Leeds,0
1666120500,Crystal Palace,2,Wolves,1
1666204200,Newcastle,1,Everton,0
1666204200,Liverpool,1,West Ham,0
1666206900,Manchester United,2,Tottenham,0
1666530000,Aston Villa,4,Brentford,0
1666456200,Chelsea,1,Manchester United,1
1666447200,Everton,3,Crystal Palace,0
1666530000,Leeds,2,Fulham,3
1666447200,Manchester City,3,Brighton,1
1666438200,Nottingham Forest,1,Liverpool,0
1666530000,Southampton,1,Arsenal,1
1666539000,Tottenham,1,Newcastle,2
1666638000,West Ham,2,Bournemouth,0
1666530000,Wolves,0,Leicester,4
1667052000,Bournemouth,2,Tottenham,3
1667138400,Arsenal,5,Nottingham Forest,0
1667052000,Brentford,1,Wolves,1
1667052000,Brighton,4,Chelsea,1
1667052000,Crystal Palace,1,Southampton,0
1667061000,Fulham,0,Everton,0
1667043000,Leicester,0,Manchester City,1
1667069100,Liverpool,1,Leeds,2
1667146500,Manchester United,1,West Ham,0
1667052000,Newcastle,4,Aston Villa,0
1667743200,Aston Villa,3,Manchester United,1
1667736000,Chelsea,0,Arsenal,1
1667669400,Everton,0,Leicester,2
1667660400,Leeds,4,Bournemouth,3
1667660400,Manchester City,2,Fulham,1
1667660400,Nottingham Forest,2,Brentford,2
1667743200,Southampton,1,Newcastle,4
1667752200,Tottenham,1,Liverpool,2
1667743200,West Ham,1,Crystal Palace,2
1667660400,Wolves,2,Brighton,3
1668265200,Bournemouth,3,Everton,0
1668348000,Brighton,1,Aston Villa,2
1668357000,Fulham,1,Manchester United,2
1668265200,Liverpool,3,Southampton,1
1668256200,Manchester City,1,Brentford,2
1668274200,Newcastle,1,Chelsea,0
1668265200,Nottingham Forest,1,Crystal Palace,0
1668265200,Tottenham,4,Leeds,3
1668265200,West Ham,0,Leicester,2
1668282300,Wolves,0,Arsenal,2
1672084800,Arsenal,3,West Ham,1
1672075800,Aston Villa,1,Liverpool,3
1672057800,Brentford,2,Tottenham,2
1672162200,Chelsea,2,Bournemouth,0
1672066800,Crystal Palace,0,Fulham,3
1672066800,Everton,1,Wolves,2
1672257600,Leeds,1,Manchester City,3
1672066800,Leicester,0,Newcastle,3
1672171200,Manchester United,3,Nottingham Forest,0
1672066800,Southampton,1,Brighton,3
1672498800,Bournemouth,0,Crystal Palace,2
1672507800,Brighton,2,Arsenal,4
1672498800,Fulham,2,Southampton,1
1672430400,Liverpool,2,Leicester,1
1672498800,Manchester City,1,Everton,1
1672498800,Newcastle,0,Leeds,0
1672590600,Nottingham Forest,1,Chelsea,1
1672581600,Tottenham,0,Aston Villa,2
1672429500,West Ham,0,Brentford,2
1672489800,Wolves,0,Manchester United,1
1672775100,Arsenal,0,Newcastle,0
1672862400,Aston Villa,1,Wolves,1
1672680600,Brentford,3,Liverpool,1
1672948800,Chelsea,0,Manchester City,1
1672862400,Crystal Palace,0,Tottenham,4
1672775100,Everton,1,Brighton,4
1672861500,Leeds,2,West Ham,2
1672775100,Leicester,0,Fulham,1
1672776000,Manchester United,3,Bournemouth,0
1672860600,Southampton,0,Nottingham Forest,1
1673640000,Aston Villa,2,Leeds,1
1673717400,Brentford,2,Bournemouth,0
1673708400,Brighton,3,Liverpool,0
1673791200,Chelsea,1,Crystal Palace,0
1673708400,Everton,1,Southampton,2
1673699400,Manchester United,2,Manchester City,1
1673791200,Newcastle,1,Fulham,0
1673708400,Nottingham Forest,2,Leicester,0
1673800200,Tottenham,0,Arsenal,2
1673708400,Wolves,1,West Ham,0
1674313200,Bournemouth,1,Nottingham Forest,1
1674405000,Arsenal,3,Manchester United,2
1674322200,Crystal Palace,0,Newcastle,0
1674504000,Fulham,0,Tottenham,1
1674396000,Leeds,0,Brentford,0
1674313200,Leicester,2,Brighton,2
1674304200,Liverpool,0,Chelsea,0
1674396000,Manchester City,3,Wolves,0
1674313200,Southampton,0,Aston Villa,1
1674313200,West Ham,2,Everton,0
1675522800,Aston Villa,2,Leicester,4
1675522800,Brentford,3,Southampton,0
1675522800,Brighton,1,Bournemouth,0
1675454400,Chelsea,0,Fulham,0
1675513800,Everton,1,Arsenal,0
1675522800,Manchester United,2,Crystal Palace,1
1675531800,Newcastle,1,West Ham,1
1675605600,Nottingham Forest,1,Leeds,0
1675614600,Tottenham,1,Manchester City,0
1675522800,Wolves,3,Liverpool,0
1676136600,Bournemouth,1,Newcastle,1
1676127600,Arsenal,1,Brentford,1
1676127600,Crystal Palace,1,Brighton,1
1676127600,Fulham,2,Nottingham Forest,0
1676210400,Leeds,0,Manchester United,2
1676127600,Leicester,4,Tottenham,1
1676318400,Liverpool,2,Everton,0
1676219400,Manchester City,3,Aston Villa,1
1676127600,Southampton,1,Wolves,2
1676118600,West Ham,1,Chelsea,1
1676723400,Aston Villa,2,Arsenal,4
1676732400,Brentford,1,Crystal Palace,1
1676732400,Brighton,0,Fulham,1
1676732400,Chelsea,0,Southampton,1
1676732400,Everton,1,Leeds,0
1676815200,Manchester United,3,Leicester,0
1676741400,Newcastle,0,Liverpool,2
1676732400,Nottingham Forest,1,Manchester City,1
1676824200,Tottenham,2,West Ham,0
1676732400,Wolves,0,Bournemouth,1
1677346200,Bournemouth,1,Manchester City,4
1677354300,Crystal Palace,0,Liverpool,0
1677337200,Everton,0,Aston Villa,2
1677268800,Fulham,1,Wolves,1
1677337200,Leeds,1,Southampton,0
1677337200,Leicester,0,Arsenal,1
1677328200,Newcastle,null,Brighton,null
1677418200,Tottenham,2,Chelsea,0
1677337200,West Ham,4,Nottingham Forest,0
1677942000,Arsenal,3,Bournemouth,2
1677942000,Aston Villa,1,Crystal Palace,0
1678132800,Brentford,3,Fulham,2
1677942000,Brighton,4,West Ham,0
1677942000,Chelsea,1,Leeds,0
1678033800,Liverpool,7,Manchester United,0
1677933000,Manchester City,2,Newcastle,0
1678024800,Nottingham Forest,2,Everton,2
1677951000,Southampton,1,Leicester,0
1677942000,Wolves,1,Tottenham,0
